race_index,year,F2_champion,Former_F1_World_Champion,Nationality,home_race,constructorId,engine_manufacturer,constructor_nationality,starting_grid_position,points_in_previous_race,fastest_lap_from_last_race,laps_in_previous_race,race_win,constructorId_points_at_stage_of_season,driver_points_at_stage_of_season
224,2008,0,0,Finnish,0,1,Mercedes,British,5,6.0,96009,56.0,0,28.0,14.0
224,2008,0,0,Polish,0,2,BMW,German,1,8.0,96009,56.0,0,30.0,14.0
224,2008,1,0,German,0,2,BMW,German,6,3.0,95004,56.0,0,30.0,16.0
224,2008,0,0,Japanese,0,3,Toyota,British,16,0.0,98007,54.0,0,10.0,3.0
224,2008,1,1,German,0,3,Toyota,British,8,0.0,97008,55.0,0,10.0,7.0
224,2008,0,0,Brazilian,0,4,Renault,French,14,0.0,Not Found,56.0,0,6.0,0.0
224,2008,0,1,Spanish,0,4,Renault,French,10,1.0,96003,56.0,0,6.0,6.0
224,2008,0,1,German,0,5,Ferrari,Italian,19,0.0,97009,39.0,0,2.0,0.0
224,2008,1,0,French,0,5,Ferrari,Italian,15,0.0,Not Found,0.0,0,2.0,2.0
224,2008,0,1,Finnish,0,6,Ferrari,Italian,4,10.0,Not Found,56.0,0,29.0,19.0
224,2008,0,0,Brazilian,0,6,Ferrari,Italian,2,0.0,96009,30.0,1,29.0,10.0
224,2008,1,0,German,0,7,Toyota,Japanese,13,0.0,Not Found,1.0,0,8.0,0.0
224,2008,0,0,Italian,0,7,Toyota,Japanese,7,5.0,96001,56.0,0,8.0,8.0
224,2008,0,0,British,0,8,Honda,Japanese,21,0.0,98002,55.0,0,0.0,0.0
224,2008,0,0,Japanese,0,8,Honda,Japanese,22,0.0,99005,54.0,0,0.0,0.0
224,2008,0,0,British,0,9,Renault,Austrian,17,0.0,96002,56.0,0,4.0,0.0
224,2008,0,0,Australian,0,9,Renault,Austrian,11,2.0,97007,56.0,0,4.0,4.0
224,2008,0,0,Italian,0,10,Ferrari,Indian,18,0.0,97000,55.0,0,0.0,0.0
224,2008,0,0,German,0,10,Ferrari,Indian,20,0.0,100003,5.0,0,0.0,0.0
224,2008,0,1,British,0,11,Honda,Japanese,9,0.0,96007,56.0,0,0.0,0.0
224,2008,0,0,Brazilian,0,11,Honda,Japanese,12,0.0,97007,55.0,0,0.0,0.0
225,2008,0,0,Finnish,0,1,Mercedes,British,6,4.0,93002,57.0,0,34.0,14.0
225,2008,1,1,British,0,1,Mercedes,British,5,0.0,96005,56.0,0,34.0,20.0
225,2008,1,0,German,0,2,BMW,German,9,5.0,94006,57.0,0,35.0,16.0
225,2008,0,0,Polish,0,2,BMW,German,4,6.0,94008,57.0,0,35.0,19.0
225,2008,1,1,German,0,3,Toyota,British,15,1.0,94001,57.0,0,12.0,7.0
225,2008,0,0,Japanese,0,3,Toyota,British,12,0.0,95004,56.0,0,12.0,5.0
225,2008,0,0,Brazilian,0,4,Renault,French,10,0.0,Not Found,40.0,0,6.0,0.0
225,2008,0,1,Spanish,1,4,Renault,French,2,0.0,95002,57.0,0,6.0,6.0
225,2008,0,1,German,0,5,Ferrari,Italian,18,0.0,Not Found,0.0,0,2.0,0.0
225,2008,1,0,French,0,5,Ferrari,Italian,16,0.0,Not Found,56.0,0,2.0,2.0
225,2008,0,0,Brazilian,0,6,Ferrari,Italian,3,10.0,94006,57.0,0,47.0,18.0
225,2008,0,1,Finnish,0,6,Ferrari,Italian,1,8.0,Not Found,57.0,1,47.0,29.0
225,2008,1,0,German,0,7,Toyota,Japanese,14,0.0,95008,57.0,0,9.0,0.0
225,2008,0,0,Italian,0,7,Toyota,Japanese,8,3.0,94002,57.0,0,9.0,9.0
225,2008,0,0,British,0,8,Honda,Japanese,21,0.0,95003,56.0,0,0.0,0.0
225,2008,0,0,Japanese,0,8,Honda,Japanese,22,0.0,96009,56.0,0,0.0,0.0
225,2008,0,0,British,0,9,Renault,Austrian,17,0.0,95004,56.0,0,8.0,0.0
225,2008,0,0,Australian,0,9,Renault,Austrian,7,2.0,94003,57.0,0,8.0,8.0
225,2008,0,0,German,0,10,Ferrari,Indian,20,0.0,95004,56.0,0,0.0,0.0
225,2008,0,0,Italian,0,10,Ferrari,Indian,19,0.0,95001,56.0,0,0.0,0.0
225,2008,0,0,Brazilian,0,11,Honda,Japanese,11,0.0,95009,57.0,0,3.0,0.0
225,2008,0,1,British,0,11,Honda,Japanese,13,0.0,96001,19.0,0,3.0,3.0
226,2008,0,0,Finnish,0,1,Mercedes,British,2,0.0,82005,21.0,0,42.0,14.0
226,2008,1,1,British,0,1,Mercedes,British,3,6.0,82000,66.0,0,42.0,28.0
226,2008,0,0,Polish,0,2,BMW,German,5,5.0,82001,66.0,0,44.0,24.0
226,2008,1,0,German,0,2,BMW,German,9,0.0,83005,66.0,0,44.0,20.0
226,2008,0,0,Japanese,0,3,Toyota,British,16,2.0,84005,66.0,0,13.0,5.0
226,2008,1,1,German,0,3,Toyota,British,11,0.0,83003,41.0,0,13.0,8.0
226,2008,0,0,Brazilian,0,4,Renault,French,17,0.0,Not Found,6.0,0,9.0,0.0
226,2008,0,1,Spanish,0,4,Renault,French,7,0.0,83007,34.0,0,9.0,9.0
226,2008,0,1,German,0,5,Ferrari,Italian,14,0.0,Not Found,0.0,0,2.0,0.0
226,2008,1,0,French,0,5,Ferrari,Italian,18,0.0,Not Found,7.0,0,2.0,2.0
226,2008,0,1,Finnish,0,6,Ferrari,Italian,4,10.0,Not Found,66.0,0,63.0,35.0
226,2008,0,0,Brazilian,0,6,Ferrari,Italian,1,8.0,82008,66.0,1,63.0,28.0
226,2008,1,0,German,0,7,Toyota,Japanese,15,0.0,83000,65.0,0,9.0,0.0
226,2008,0,0,Italian,0,7,Toyota,Japanese,8,1.0,83008,66.0,0,9.0,9.0
226,2008,0,0,British,0,9,Renault,Austrian,10,0.0,83008,65.0,0,10.0,0.0
226,2008,0,0,Australian,0,9,Renault,Austrian,6,4.0,83006,66.0,0,10.0,10.0
226,2008,0,0,German,0,10,Ferrari,Indian,19,0.0,Not Found,0.0,0,0.0,0.0
226,2008,0,0,Italian,0,10,Ferrari,Indian,20,0.0,83004,65.0,0,0.0,0.0
226,2008,0,0,Brazilian,0,11,Honda,Japanese,12,0.0,84009,34.0,0,3.0,0.0
226,2008,0,1,British,0,11,Honda,Japanese,13,3.0,82004,66.0,0,3.0,3.0
227,2008,1,1,British,0,1,Mercedes,British,3,8.0,87005,58.0,1,53.0,38.0
227,2008,0,0,Finnish,0,1,Mercedes,British,4,0.0,88006,57.0,0,53.0,15.0
227,2008,1,0,German,0,2,BMW,German,12,4.0,87002,58.0,0,52.0,20.0
227,2008,0,0,Polish,0,2,BMW,German,5,5.0,87008,58.0,0,52.0,32.0
227,2008,1,1,German,0,3,Toyota,British,6,1.0,88008,58.0,0,15.0,8.0
227,2008,0,0,Japanese,0,3,Toyota,British,13,0.0,Not Found,1.0,0,15.0,7.0
227,2008,0,0,Brazilian,0,4,Renault,French,17,0.0,Not Found,57.0,0,9.0,0.0
227,2008,0,1,Spanish,0,4,Renault,French,7,3.0,87003,58.0,0,9.0,9.0
227,2008,1,0,French,0,5,Ferrari,Italian,16,0.0,Not Found,24.0,0,6.0,2.0
227,2008,0,1,German,0,5,Ferrari,Italian,19,0.0,88002,57.0,0,6.0,4.0
227,2008,0,1,Finnish,0,6,Ferrari,Italian,2,6.0,Not Found,58.0,0,69.0,35.0
227,2008,0,0,Brazilian,0,6,Ferrari,Italian,1,10.0,87007,58.0,0,69.0,34.0
227,2008,0,0,Italian,0,7,Toyota,Japanese,8,0.0,88009,58.0,0,9.0,9.0
227,2008,1,0,German,0,7,Toyota,Japanese,10,0.0,88003,57.0,0,9.0,0.0
227,2008,0,0,British,0,9,Renault,Austrian,15,0.0,88000,58.0,0,15.0,0.0
227,2008,0,0,Australian,0,9,Renault,Austrian,9,2.0,88006,58.0,0,15.0,15.0
227,2008,0,0,Italian,0,10,Ferrari,Indian,20,0.0,Not Found,0.0,0,0.0,0.0
227,2008,0,0,German,0,10,Ferrari,Indian,18,0.0,89008,57.0,0,0.0,0.0
227,2008,0,1,British,0,11,Honda,Japanese,11,0.0,88000,57.0,0,6.0,3.0
227,2008,0,0,Brazilian,0,11,Honda,Japanese,14,0.0,88000,57.0,0,6.0,3.0
228,2008,1,1,British,0,1,Mercedes,British,1,10.0,79005,76.0,0,53.0,38.0
228,2008,0,0,Finnish,0,1,Mercedes,British,7,1.0,77003,76.0,0,53.0,15.0
228,2008,0,0,Polish,0,2,BMW,German,2,8.0,78009,76.0,1,70.0,42.0
228,2008,1,0,German,0,2,BMW,German,8,0.0,80003,72.0,0,70.0,28.0
228,2008,1,1,German,0,3,Toyota,British,5,0.0,81003,59.0,0,15.0,8.0
228,2008,0,0,Japanese,0,3,Toyota,British,12,2.0,80009,76.0,0,15.0,7.0
228,2008,0,0,Brazilian,0,4,Renault,French,15,0.0,Not Found,47.0,0,9.0,0.0
228,2008,0,1,Spanish,0,4,Renault,French,4,0.0,78009,75.0,0,9.0,9.0
228,2008,1,0,French,0,5,Ferrari,Italian,18,0.0,Not Found,7.0,0,7.0,2.0
228,2008,0,1,German,0,5,Ferrari,Italian,19,4.0,79008,76.0,0,7.0,5.0
228,2008,0,1,Finnish,0,6,Ferrari,Italian,3,0.0,Not Found,76.0,0,73.0,35.0
228,2008,0,0,Brazilian,0,6,Ferrari,Italian,6,6.0,78009,76.0,0,73.0,38.0
228,2008,1,0,German,0,7,Toyota,Japanese,11,0.0,80006,75.0,0,17.0,5.0
228,2008,0,0,Italian,0,7,Toyota,Japanese,14,0.0,80008,75.0,0,17.0,12.0
228,2008,0,0,Australian,0,9,Renault,Austrian,10,5.0,79000,76.0,0,21.0,15.0
228,2008,0,0,British,0,9,Renault,Austrian,13,0.0,102001,7.0,0,21.0,6.0
228,2008,0,0,Italian,0,10,Ferrari,Indian,17,0.0,93008,36.0,0,0.0,0.0
228,2008,0,0,German,0,10,Ferrari,Indian,16,0.0,82000,67.0,0,0.0,0.0
228,2008,0,1,British,0,11,Honda,Japanese,20,0.0,80006,75.0,0,8.0,3.0
228,2008,0,0,Brazilian,0,11,Honda,Japanese,9,3.0,80006,76.0,0,8.0,5.0
229,2008,1,1,British,0,1,Mercedes,British,13,0.0,78005,19.0,0,58.0,38.0
229,2008,0,0,Finnish,0,1,Mercedes,British,10,0.0,78005,70.0,0,58.0,20.0
229,2008,1,0,German,0,2,BMW,German,11,8.0,77004,70.0,0,74.0,28.0
229,2008,0,0,Polish,0,2,BMW,German,5,10.0,78005,70.0,0,74.0,46.0
229,2008,1,1,German,0,3,Toyota,British,19,0.0,78000,70.0,0,15.0,8.0
229,2008,0,0,Japanese,0,3,Toyota,British,15,0.0,79008,46.0,0,15.0,7.0
229,2008,0,1,Spanish,0,4,Renault,French,3,0.0,78002,44.0,0,12.0,10.0
229,2008,0,0,Brazilian,0,4,Renault,French,9,0.0,Not Found,43.0,0,12.0,2.0
229,2008,0,1,German,0,5,Ferrari,Italian,12,1.0,79005,70.0,0,7.0,5.0
229,2008,1,0,French,1,5,Ferrari,Italian,14,0.0,Not Found,69.0,0,7.0,2.0
229,2008,0,0,Brazilian,0,6,Ferrari,Italian,2,4.0,78000,70.0,1,91.0,48.0
229,2008,0,1,Finnish,0,6,Ferrari,Italian,1,0.0,Not Found,19.0,0,91.0,43.0
229,2008,1,0,German,0,7,Toyota,Japanese,8,5.0,79001,70.0,0,23.0,5.0
229,2008,0,0,Italian,0,7,Toyota,Japanese,4,3.0,79009,70.0,0,23.0,18.0
229,2008,0,0,British,0,9,Renault,Austrian,7,6.0,78001,70.0,0,24.0,6.0
229,2008,0,0,Australian,0,9,Renault,Austrian,6,0.0,78002,70.0,0,24.0,18.0
229,2008,0,0,German,0,10,Ferrari,Indian,18,0.0,81007,13.0,0,0.0,0.0
229,2008,0,0,Italian,0,10,Ferrari,Indian,17,0.0,79001,51.0,0,0.0,0.0
229,2008,0,1,British,0,11,Honda,Japanese,16,0.0,79004,70.0,0,8.0,3.0
229,2008,0,0,Brazilian,0,11,Honda,Japanese,20,2.0,78003,70.0,0,8.0,5.0
230,2008,0,0,Finnish,0,1,Mercedes,British,1,5.0,77001,70.0,0,72.0,24.0
230,2008,1,1,British,1,1,Mercedes,British,4,0.0,77005,70.0,1,72.0,48.0
230,2008,0,0,Polish,0,2,BMW,German,10,4.0,77002,70.0,0,82.0,46.0
230,2008,1,0,German,0,2,BMW,German,5,0.0,78007,70.0,0,82.0,36.0
230,2008,1,1,German,0,3,Toyota,British,20,0.0,78003,69.0,0,16.0,8.0
230,2008,0,0,Japanese,0,3,Toyota,British,15,0.0,78001,69.0,0,16.0,8.0
230,2008,0,0,Brazilian,0,4,Renault,French,7,2.0,Not Found,70.0,0,15.0,2.0
230,2008,0,1,Spanish,0,4,Renault,French,6,1.0,78006,70.0,0,15.0,13.0
230,2008,0,1,German,0,5,Ferrari,Italian,8,0.0,78008,70.0,0,7.0,5.0
230,2008,1,0,French,0,5,Ferrari,Italian,13,0.0,Not Found,69.0,0,7.0,2.0
230,2008,0,0,Brazilian,0,6,Ferrari,Italian,9,10.0,77007,70.0,0,96.0,48.0
230,2008,0,1,Finnish,0,6,Ferrari,Italian,3,8.0,Not Found,70.0,0,96.0,48.0
230,2008,1,0,German,0,7,Toyota,Japanese,12,0.0,78008,70.0,0,25.0,5.0
230,2008,0,0,Italian,0,7,Toyota,Japanese,14,6.0,78006,70.0,0,25.0,20.0
230,2008,0,0,British,1,9,Renault,Austrian,11,0.0,78008,70.0,0,24.0,6.0
230,2008,0,0,Australian,0,9,Renault,Austrian,2,3.0,78005,70.0,0,24.0,18.0
230,2008,0,0,German,0,10,Ferrari,Indian,18,0.0,78005,69.0,0,0.0,0.0
230,2008,0,0,Italian,0,10,Ferrari,Indian,19,0.0,79006,69.0,0,0.0,0.0
230,2008,0,1,British,1,11,Honda,Japanese,17,0.0,81009,16.0,0,14.0,3.0
230,2008,0,0,Brazilian,0,11,Honda,Japanese,16,0.0,78000,69.0,0,14.0,11.0
231,2008,1,1,British,0,1,Mercedes,British,1,10.0,93008,60.0,1,86.0,58.0
231,2008,0,0,Finnish,0,1,Mercedes,British,3,4.0,93001,59.0,0,86.0,28.0
231,2008,1,0,German,1,2,BMW,German,12,8.0,93007,60.0,0,89.0,41.0
231,2008,0,0,Polish,0,2,BMW,German,7,0.0,94005,39.0,0,89.0,48.0
231,2008,0,0,Japanese,0,3,Toyota,British,16,1.0,94003,59.0,0,16.0,8.0
231,2008,1,1,German,1,3,Toyota,British,13,0.0,95008,59.0,0,16.0,8.0
231,2008,0,1,Spanish,0,4,Renault,French,5,3.0,93001,59.0,0,23.0,13.0
231,2008,0,0,Brazilian,0,4,Renault,French,17,0.0,Not Found,35.0,0,23.0,10.0
231,2008,0,1,German,1,5,Ferrari,Italian,9,0.0,Not Found,0.0,0,8.0,6.0
231,2008,1,0,French,0,5,Ferrari,Italian,15,0.0,Not Found,59.0,0,8.0,2.0
231,2008,0,1,Finnish,0,6,Ferrari,Italian,6,5.0,Not Found,59.0,0,105.0,51.0
231,2008,0,0,Brazilian,0,6,Ferrari,Italian,2,0.0,93003,58.0,0,105.0,54.0
231,2008,1,0,German,1,7,Toyota,Japanese,11,0.0,95006,59.0,0,25.0,5.0
231,2008,0,0,Italian,0,7,Toyota,Japanese,4,2.0,94008,59.0,0,25.0,20.0
231,2008,0,0,British,0,9,Renault,Austrian,10,0.0,Not Found,0.0,0,24.0,6.0
231,2008,0,0,Australian,0,9,Renault,Austrian,8,0.0,93000,59.0,0,24.0,18.0
231,2008,0,0,German,1,10,Ferrari,Indian,19,0.0,98002,10.0,0,0.0,0.0
231,2008,0,0,Italian,0,10,Ferrari,Indian,20,0.0,95009,16.0,0,0.0,0.0
231,2008,0,0,Brazilian,0,11,Honda,Japanese,18,6.0,93004,60.0,0,14.0,11.0
231,2008,0,1,British,0,11,Honda,Japanese,14,0.0,93004,38.0,0,14.0,3.0
232,2008,0,0,Finnish,0,1,Mercedes,British,2,4.0,76005,67.0,1,100.0,38.0
232,2008,1,1,British,0,1,Mercedes,British,1,10.0,76000,67.0,0,100.0,62.0
232,2008,1,0,German,0,2,BMW,German,15,5.0,76000,67.0,0,90.0,41.0
232,2008,0,0,Polish,0,2,BMW,German,4,2.0,77006,67.0,0,90.0,49.0
232,2008,1,1,German,0,3,Toyota,British,14,0.0,77004,67.0,0,16.0,8.0
232,2008,0,0,Japanese,0,3,Toyota,British,16,0.0,78007,67.0,0,16.0,8.0
232,2008,0,0,Brazilian,0,4,Renault,French,10,8.0,Not Found,67.0,0,31.0,13.0
232,2008,0,1,Spanish,0,4,Renault,French,7,0.0,77001,67.0,0,31.0,18.0
232,2008,0,1,German,0,5,Ferrari,Italian,11,1.0,77008,67.0,0,8.0,6.0
232,2008,1,0,French,0,5,Ferrari,Italian,19,0.0,Not Found,67.0,0,8.0,2.0
232,2008,0,0,Brazilian,0,6,Ferrari,Italian,3,6.0,77005,67.0,0,111.0,54.0
232,2008,0,1,Finnish,0,6,Ferrari,Italian,6,3.0,Not Found,67.0,0,111.0,57.0
232,2008,1,0,German,0,7,Toyota,Japanese,5,0.0,77007,35.0,0,35.0,13.0
232,2008,0,0,Italian,0,7,Toyota,Japanese,9,0.0,77000,67.0,0,35.0,22.0
232,2008,0,0,British,0,9,Renault,Austrian,13,0.0,77000,67.0,0,24.0,6.0
232,2008,0,0,Australian,0,9,Renault,Austrian,8,0.0,77002,40.0,0,24.0,18.0
232,2008,0,0,German,0,10,Ferrari,Indian,20,0.0,78009,67.0,0,0.0,0.0
232,2008,0,0,Italian,0,10,Ferrari,Indian,18,0.0,78002,67.0,0,0.0,0.0
232,2008,0,0,Brazilian,0,11,Honda,Japanese,17,0.0,78000,50.0,0,14.0,11.0
232,2008,0,1,British,0,11,Honda,Japanese,12,0.0,78006,66.0,0,14.0,3.0
233,2008,1,1,British,0,1,Mercedes,British,2,4.0,81005,70.0,0,113.0,70.0
233,2008,0,0,Finnish,0,1,Mercedes,British,5,10.0,82008,70.0,0,113.0,43.0
233,2008,1,0,German,0,2,BMW,German,8,0.0,82002,70.0,0,96.0,41.0
233,2008,0,0,Polish,0,2,BMW,German,3,1.0,82009,70.0,0,96.0,55.0
233,2008,0,0,Japanese,0,3,Toyota,British,11,0.0,83003,69.0,0,17.0,8.0
233,2008,1,1,German,0,3,Toyota,British,9,0.0,82004,69.0,0,17.0,9.0
233,2008,0,0,Brazilian,0,4,Renault,French,15,3.0,Not Found,70.0,0,31.0,13.0
233,2008,0,1,Spanish,0,4,Renault,French,12,5.0,82008,70.0,0,31.0,18.0
233,2008,1,0,French,0,5,Ferrari,Italian,10,0.0,Not Found,67.0,0,11.0,2.0
233,2008,0,1,German,0,5,Ferrari,Italian,6,0.0,84002,22.0,0,11.0,9.0
233,2008,0,1,Finnish,0,6,Ferrari,Italian,4,6.0,Not Found,70.0,0,121.0,57.0
233,2008,0,0,Brazilian,0,6,Ferrari,Italian,1,0.0,81004,67.0,1,121.0,64.0
233,2008,1,0,German,0,7,Toyota,Japanese,13,8.0,82007,70.0,0,41.0,15.0
233,2008,0,0,Italian,0,7,Toyota,Japanese,7,2.0,82006,70.0,0,41.0,26.0
233,2008,0,0,British,0,9,Renault,Austrian,17,0.0,83007,70.0,0,24.0,6.0
233,2008,0,0,Australian,0,9,Renault,Austrian,14,0.0,82001,70.0,0,24.0,18.0
233,2008,0,0,German,0,10,Ferrari,Indian,20,0.0,84007,62.0,0,0.0,0.0
233,2008,0,0,Italian,0,10,Ferrari,Indian,18,0.0,83006,69.0,0,0.0,0.0
233,2008,0,0,Brazilian,0,11,Honda,Japanese,19,0.0,82004,68.0,0,14.0,11.0
233,2008,0,1,British,0,11,Honda,Japanese,16,0.0,82004,69.0,0,14.0,3.0
234,2008,0,0,Finnish,0,1,Mercedes,British,3,5.0,99001,57.0,0,119.0,43.0
234,2008,1,1,British,0,1,Mercedes,British,1,8.0,99009,57.0,0,119.0,76.0
234,2008,1,0,German,0,2,BMW,German,5,0.0,100005,57.0,0,107.0,49.0
234,2008,0,0,Polish,0,2,BMW,German,8,6.0,99003,57.0,0,107.0,58.0
234,2008,0,0,Japanese,0,3,Toyota,British,19,0.0,100008,56.0,0,17.0,8.0
234,2008,1,1,German,0,3,Toyota,British,15,1.0,100006,57.0,0,17.0,9.0
234,2008,0,0,Brazilian,0,4,Renault,French,12,0.0,Not Found,57.0,0,36.0,13.0
234,2008,0,1,Spanish,0,4,Renault,French,6,0.0,Not Found,0.0,0,36.0,23.0
234,2008,1,0,French,0,5,Ferrari,Italian,9,0.0,Not Found,57.0,0,17.0,4.0
234,2008,0,1,German,0,5,Ferrari,Italian,10,3.0,99005,57.0,0,17.0,13.0
234,2008,0,1,Finnish,0,6,Ferrari,Italian,4,0.0,Not Found,45.0,0,131.0,57.0
234,2008,0,0,Brazilian,0,6,Ferrari,Italian,2,10.0,99007,57.0,1,131.0,74.0
234,2008,0,0,Italian,0,7,Toyota,Japanese,11,4.0,100007,57.0,0,41.0,26.0
234,2008,1,0,German,0,7,Toyota,Japanese,13,2.0,100005,57.0,0,41.0,15.0
234,2008,0,0,British,0,9,Renault,Austrian,14,0.0,101000,56.0,0,25.0,6.0
234,2008,0,0,Australian,0,9,Renault,Austrian,7,0.0,100003,56.0,0,25.0,19.0
234,2008,0,0,Italian,0,10,Ferrari,Indian,20,0.0,100004,56.0,0,0.0,0.0
234,2008,0,0,German,0,10,Ferrari,Indian,18,0.0,101007,41.0,0,0.0,0.0
234,2008,0,0,Brazilian,0,11,Honda,Japanese,16,0.0,101006,56.0,0,14.0,11.0
234,2008,0,1,British,0,11,Honda,Japanese,17,0.0,101008,56.0,0,14.0,3.0
235,2008,1,1,British,0,1,Mercedes,British,15,6.0,108001,44.0,0,129.0,78.0
235,2008,0,0,Finnish,0,1,Mercedes,British,2,0.0,108002,43.0,0,129.0,51.0
235,2008,1,0,German,0,2,BMW,German,10,8.0,109001,44.0,0,117.0,53.0
235,2008,0,0,Polish,0,2,BMW,German,11,3.0,109000,44.0,0,117.0,64.0
235,2008,1,1,German,0,3,Toyota,British,5,0.0,111007,43.0,0,17.0,9.0
235,2008,0,0,Japanese,0,3,Toyota,British,18,0.0,111000,43.0,0,17.0,8.0
235,2008,0,0,Brazilian,0,4,Renault,French,17,0.0,Not Found,13.0,0,41.0,13.0
235,2008,0,1,Spanish,0,4,Renault,French,8,5.0,109002,44.0,0,41.0,28.0
235,2008,1,0,French,0,5,Ferrari,Italian,4,2.0,Not Found,44.0,0,27.0,4.0
235,2008,0,1,German,0,5,Ferrari,Italian,1,4.0,109001,44.0,1,27.0,23.0
235,2008,0,1,Finnish,0,6,Ferrari,Italian,14,0.0,Not Found,42.0,0,134.0,57.0
235,2008,0,0,Brazilian,0,6,Ferrari,Italian,6,10.0,108002,44.0,0,134.0,77.0
235,2008,1,0,German,0,7,Toyota,Japanese,9,0.0,110003,44.0,0,41.0,15.0
235,2008,0,0,Italian,1,7,Toyota,Japanese,7,0.0,111005,43.0,0,41.0,26.0
235,2008,0,0,British,0,9,Renault,Austrian,13,0.0,110002,43.0,0,26.0,6.0
235,2008,0,0,Australian,0,9,Renault,Austrian,3,1.0,110005,44.0,0,26.0,20.0
235,2008,0,0,German,0,10,Ferrari,Indian,20,0.0,110005,43.0,0,0.0,0.0
235,2008,0,0,Italian,1,10,Ferrari,Indian,12,0.0,112007,43.0,0,0.0,0.0
235,2008,0,0,Brazilian,0,11,Honda,Japanese,16,0.0,112001,19.0,0,14.0,11.0
235,2008,0,1,British,0,11,Honda,Japanese,19,0.0,111007,43.0,0,14.0,3.0
236,2008,0,0,Finnish,0,1,Mercedes,British,5,8.0,90003,53.0,0,135.0,51.0
236,2008,1,1,British,0,1,Mercedes,British,2,2.0,90007,53.0,0,135.0,84.0
236,2008,0,0,Polish,0,2,BMW,German,4,6.0,90003,53.0,0,120.0,64.0
236,2008,1,0,German,0,2,BMW,German,9,4.0,90008,53.0,0,120.0,56.0
236,2008,0,0,Japanese,0,3,Toyota,British,10,0.0,90002,53.0,0,26.0,9.0
236,2008,1,1,German,0,3,Toyota,British,8,0.0,90000,53.0,0,26.0,17.0
236,2008,0,0,Brazilian,0,4,Renault,French,16,0.0,Not Found,53.0,0,51.0,13.0
236,2008,0,1,Spanish,0,4,Renault,French,15,5.0,90000,53.0,1,51.0,38.0
236,2008,0,1,German,0,5,Ferrari,Italian,6,10.0,91005,53.0,0,31.0,27.0
236,2008,1,0,French,0,5,Ferrari,Italian,17,0.0,Not Found,52.0,0,31.0,4.0
236,2008,0,0,Brazilian,0,6,Ferrari,Italian,1,3.0,90007,53.0,0,134.0,77.0
236,2008,0,1,Finnish,0,6,Ferrari,Italian,3,0.0,Not Found,53.0,0,134.0,57.0
236,2008,0,0,Italian,0,7,Toyota,Japanese,11,0.0,91009,53.0,0,46.0,26.0
236,2008,1,0,German,0,7,Toyota,Japanese,7,0.0,90009,53.0,0,46.0,20.0
236,2008,0,0,Australian,0,9,Renault,Austrian,13,1.0,90007,53.0,0,28.0,20.0
236,2008,0,0,British,0,9,Renault,Austrian,14,0.0,92005,52.0,0,28.0,8.0
236,2008,0,0,German,0,10,Ferrari,Indian,19,0.0,93005,51.0,0,0.0,0.0
236,2008,0,0,Italian,0,10,Ferrari,Indian,20,0.0,97003,11.0,0,0.0,0.0
236,2008,0,1,British,0,11,Honda,Japanese,12,0.0,90008,53.0,0,14.0,3.0
236,2008,0,0,Brazilian,0,11,Honda,Japanese,18,0.0,94009,52.0,0,14.0,11.0
237,2008,1,1,British,0,1,Mercedes,British,1,6.0,106001,61.0,0,135.0,84.0
237,2008,0,0,Finnish,0,1,Mercedes,British,3,0.0,107003,61.0,0,135.0,51.0
237,2008,1,0,German,0,2,BMW,German,16,3.0,107003,61.0,0,128.0,56.0
237,2008,0,0,Polish,0,2,BMW,German,6,0.0,107009,61.0,0,128.0,72.0
237,2008,0,0,Japanese,1,3,Toyota,British,14,1.0,107003,61.0,0,26.0,9.0
237,2008,1,1,German,0,3,Toyota,British,15,8.0,106005,61.0,0,26.0,17.0
237,2008,0,1,Spanish,0,4,Renault,French,4,10.0,106008,61.0,1,66.0,48.0
237,2008,0,0,Brazilian,0,4,Renault,French,12,0.0,Not Found,13.0,0,66.0,18.0
237,2008,1,0,French,0,5,Ferrari,Italian,10,0.0,Not Found,61.0,0,34.0,4.0
237,2008,0,1,German,0,5,Ferrari,Italian,9,4.0,107003,61.0,0,34.0,30.0
237,2008,0,1,Finnish,0,6,Ferrari,Italian,2,0.0,Not Found,57.0,0,142.0,63.0
237,2008,0,0,Brazilian,0,6,Ferrari,Italian,5,0.0,106008,61.0,0,142.0,79.0
237,2008,1,0,German,0,7,Toyota,Japanese,8,5.0,107000,61.0,0,50.0,20.0
237,2008,0,0,Italian,0,7,Toyota,Japanese,7,0.0,107000,50.0,0,50.0,30.0
237,2008,0,0,British,0,9,Renault,Austrian,11,2.0,108006,61.0,0,29.0,8.0
237,2008,0,0,Australian,0,9,Renault,Austrian,13,0.0,109002,29.0,0,29.0,21.0
237,2008,0,0,Italian,0,10,Ferrari,Indian,20,0.0,109001,61.0,0,0.0,0.0
237,2008,0,0,German,0,10,Ferrari,Indian,19,0.0,109003,49.0,0,0.0,0.0
237,2008,0,0,Brazilian,0,11,Honda,Japanese,17,0.0,110003,14.0,0,14.0,11.0
237,2008,0,1,British,0,11,Honda,Japanese,18,0.0,108001,61.0,0,14.0,3.0
238,2008,0,0,Finnish,0,1,Mercedes,British,5,0.0,79003,16.0,0,145.0,51.0
238,2008,1,1,British,0,1,Mercedes,British,1,0.0,80006,67.0,1,145.0,94.0
238,2008,0,0,Polish,0,2,BMW,German,11,8.0,79003,67.0,0,135.0,75.0
